minute,requests,response_time,vms_count
1,6789,49.72770323465691,1
2,5817,20.87342613848866,1
3,5607,15.868545377577654,1
4,8310,121.26725342811304,1
5,10049,269.6940880718687,1
6,10918,12.563720311895018,2
7,11363,17.60056217581981,2
8,10680,10.032339311176614,2
9,7800,92.7679052844831,1
10,6407,37.16061417171837,1
11,10381,310.3154470209385,1
12,14750,72.73598448831953,2
13,11489,19.102240580050726,2
14,11994,25.477873277743406,2
15,13651,1125.421886028476,1
16,11942,24.79404309928359,2
17,9888,10.0,2
18,9989,10.0,2
19,17075,4019.725545669577,1
20,19176,220.82669560096605,2
21,15004,10.0,3
22,20407,50.198616926160376,3
23,15354,10.0,3
24,14564,68.74984383340743,2
25,21297,346.801691143146,2
26,25125,125.29364977543014,3
27,25564,134.7137358832396,3
28,27047,170.50619767296996,3
29,29136,233.17737846696542,3
30,22247,14.83919880898182,4
31,20472,10.0,4
32,32722,113.5232938282912,4
33,42363,338.621997014193,4
34,47217,207.1094512941183,5
35,50122,123.96167259528579,6
36,48945,112.18560522635144,6
37,35103,21.707723730175225,6
38,34909,20.902310996398803,6
39,80298,1016.6534261251751,6
40,119650,4046.188702972397,7
41,274217,2102108.6060661534,8
42,310218,2253558.1878677425,9
43,290332,312928.29439400375,10
44,162119,1693.1665481161474,11
45,131450,393.0728208137264,12
46,317542,58679.85400433806,13
47,255797,6232.7326228116435,14
48,228249,2023.522449082278,15
49,214978,1037.381344735154,16
50,200683,552.4958542306622,17
51,117487,40.92401711119279,18
52,105441,21.89171427136258,18
53,203415,452.15902359460586,18
54,278085,1629.8456775369325,19
55,289494,1534.3851081057028,20
56,299658,1420.7532668745941,21
57,393360,5400.907420330656,22
58,167530,68.83049117186565,23
59,121040,10.0,23
60,332333,1519.8386332705757,23
61,423227,4936.069434905275,24
62,205785,116.52368743056192,25
63,115387,10.0,25
64,241679,228.6468781323356,25
65,129041,10.0,26
66,81302,10.0,26
67,98828,10.0,26
68,229872,185.1534678068063,25
69,218168,148.80898773551417,25
70,122831,10.0,25
71,74069,10.0,25
72,56740,10.0,25
73,78575,10.0,24
74,125558,10.0,24
75,64648,10.0,24
76,40346,10.0,23
77,30654,10.0,23
78,25120,10.0,23
79,16708,10.0,22
80,12429,10.0,22
81,16352,10.0,22
82,16413,10.0,21
83,14735,10.0,21
84,13431,10.0,21
85,12052,10.0,20
86,9228,10.0,20
87,7831,10.0,20
